imagen,precio_0,precio_1,titulo
https://www.fybeca.com/images/thumbnail/758.jpg,3.51,3.31,cebion tabs. eferv. 1gr. naranja t/10
https://www.fybeca.com/images/thumbnail/757.jpg,4.99,4.7,cebion calcio + vitamina c 
https://www.fybeca.com/images/thumbnail/5141.jpg,18.0,17.1,kobil e capsulas
https://www.fybeca.com/images/thumbnail/95768.jpg,19.8,18.3,biometrix - multivitamínico cápsulas
https://www.fybeca.com/images/thumbnail/156910.jpg,19.8,18.3,biometrix a-ox antioxidante capsulas
https://www.fybeca.com/images/thumbnail/284515.jpg,3.65,3.44,cebio forte vitamina c 1 gr + zinc sabor a naranja caja 10 unidades
https://www.fybeca.com/images/thumbnail/234444.jpg,10.8,8.1,densibone d g-tabs.
https://www.fybeca.com/images/thumbnail/94111.jpg,12.6,9.45,densibone d soya.
https://www.fybeca.com/images/thumbnail/94110.jpg,9.9,7.43,densibone d tabletas 
https://www.fybeca.com/images/thumbnail/100070608.jpg,12.99,12.47,panvit jarabe 120 ml
https://www.fybeca.com/images/thumbnail/1352.jpg,21.3,19.8,pharmaton capsulas 30 unidades
https://www.fybeca.com/images/thumbnail/144144.jpg,26.4,24.9,vitafem comprimidos recubiertos
https://www.fybeca.com/images/thumbnail/97716.jpg,19.1,18.0,cebion minis multisabores 100 mg
https://www.fybeca.com/images/thumbnail/151664.jpg,6.5,6.12,apetitol plus 120 ml.
https://www.fybeca.com/images/thumbnail/205929.jpg,10.19,9.6,z full vainilla 300 gr
https://www.fybeca.com/images/thumbnail/637.jpg,2.9,2.76,complejo b (life) jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/913.jpg,16.5,15.3,supradyn caps. f/30 sueltas
https://www.fybeca.com/images/thumbnail/158406.jpg,9.6,9.0,z full 
https://www.fybeca.com/images/thumbnail/158407.jpg,35.1,33.3,visovit comprimidos recubiertos
https://www.fybeca.com/images/thumbnail/1542.jpg,12.6,12.0,supravital capsulas
https://www.fybeca.com/images/thumbnail/44276.jpg,9.6,9.0,supravital platinum capsulas 
https://www.fybeca.com/images/thumbnail/4317.jpg,3.2,3.01,adecil oral 120 ml
https://www.fybeca.com/images/thumbnail/3419.jpg,2.99,2.82,adecil oral 10 ml
https://www.fybeca.com/images/thumbnail/1801.jpg,2.99,2.82,complexan jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/3429.jpg,6.0,6.0,hierrovit forte
https://www.fybeca.com/images/thumbnail/301572.jpg,7.2,6.84,hapeco plus capsulas caja 24 unidades
https://www.fybeca.com/images/thumbnail/1533.jpg,6.5,6.0,vita b usd
https://www.fybeca.com/images/thumbnail/5068.jpg,13.5,12.6,fortic-hem 30 tabletas. 
https://www.fybeca.com/images/thumbnail/4422.jpg,6.0,5.65,fortic-hem jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/4465.jpg,8.7,8.1,feroglobin b-12 
https://www.fybeca.com/images/thumbnail/59190.jpg,16.59,15.46,feroglobin b-12 jarabe 200 ml.
https://www.fybeca.com/images/thumbnail/4466.jpg,10.2,9.9,osteocare
https://www.fybeca.com/images/thumbnail/4804.jpg,17.7,17.1,energit 30 cápsulas 
https://www.fybeca.com/images/thumbnail/100032015.jpg,19.5,18.9,energit forte capsulas
https://www.fybeca.com/images/thumbnail/205928.jpg,10.19,9.6,z full fresa 300 gr
https://www.fybeca.com/images/thumbnail/116167.jpg,6.5,6.12,fortic-hem 30 ml.
https://www.fybeca.com/images/thumbnail/235354.jpg,15.0,14.1,"coenzima - q10, actua en enfermedades degenerativas - 50mg"
https://www.fybeca.com/images/thumbnail/283227.jpg,5.4,5.18,coenzima q plus capsulas caja 20 unidades
https://www.fybeca.com/images/thumbnail/206192.jpg,12.6,12.0,vitamina e-plus 500 u.i.
https://www.fybeca.com/images/thumbnail/206193.jpg,18.0,17.1,"gelcavit q-10 - vitaminas, minerales y coenzima q-10"
https://www.fybeca.com/images/thumbnail/206194.jpg,8.1,7.5,gelcavit students.
https://www.fybeca.com/images/thumbnail/100117128.jpg,7.01,6.45,jelly vit gomitas frasco 180gr
https://www.fybeca.com/images/thumbnail/1531.jpg,13.0,12.0,vita e (interpharm) caps. 400 u.i. f/50 sueltas
https://www.fybeca.com/images/thumbnail/1532.jpg,8.7,8.1,vita e (interpharm) caps. 400 u.i. f/30 sueltas
https://www.fybeca.com/images/thumbnail/302244.jpg,5.5,5.19,emulsion scott cereza 200ml
https://www.fybeca.com/images/thumbnail/288566.jpg,9.8,9.4,propovit 500mg/200ui
https://www.fybeca.com/images/thumbnail/279146.jpg,26.95,25.6,calcibon natal forte natal forte frasco x 30 tabs
https://www.fybeca.com/images/thumbnail/46979.jpg,5.46,5.14,enervit jalea f/120 ml.
https://www.fybeca.com/images/thumbnail/4239.jpg,15.9,15.0,ultrac e caps. blandas c/30 sueltas
https://www.fybeca.com/images/thumbnail/100117030.jpg,7.88,6.99,adventure time gomitas frasco 180gr
https://www.fybeca.com/images/thumbnail/100117031.jpg,17.04,15.66,jelly vit gomitas funda c/6 suelta
https://www.fybeca.com/images/thumbnail/188635.jpg,5.2,4.9,hierrovit ultra 220 ml
https://www.fybeca.com/images/thumbnail/260336.jpg,8.16,7.77,tearsoft gotas 15 ml
https://www.fybeca.com/images/thumbnail/100164456.jpg,18.43,17.32,dr vit kids gomitas fibra 120 gr f/30
https://www.fybeca.com/images/thumbnail/100164457.jpg,18.43,17.32,dr vit adult gomitas fibra 120 gr f/30
https://www.fybeca.com/images/thumbnail/100119929.jpg,20.4,18.9,magcyl sobres 2gr caja x30 
https://www.fybeca.com/images/thumbnail/100138434.jpg,4.3,4.09,fortichem jalea 90g
https://www.fybeca.com/images/thumbnail/100072717.jpg,21.6,21.0,calcibon d tabs 800 c/60 suelta
https://www.fybeca.com/images/thumbnail/100089727.jpg,13.8,12.9,calcibon d soya forte  tabletas c/30 
https://www.fybeca.com/images/thumbnail/100072715.jpg,12.9,9.99,calcibon d tabs 800 c/30 suelta
https://www.fybeca.com/images/thumbnail/100142538.jpg,17.98,16.4,feroglobin liquid plus jarabe 200 ml
https://www.fybeca.com/images/thumbnail/271038.jpg,4.99,4.69,apetitol jalea sabor a naranjilla tubo 100 gr
https://www.fybeca.com/images/thumbnail/5020.jpg,17.52,16.56,mixavit tabs. m c/24 sueltas
https://www.fybeca.com/images/thumbnail/161864.jpg,13.9,13.09,mixavit infantil jarabe f/180 ml.
https://www.fybeca.com/images/thumbnail/236404.jpg,6.6,6.3,recom-b caja x 30 sueltas
https://www.fybeca.com/images/thumbnail/57246.jpg,16.8,12.6,vitacap - g
https://www.fybeca.com/images/thumbnail/103669.jpg,7.5,6.9,mk - biocalcium d 500 mg
https://www.fybeca.com/images/thumbnail/302704.jpg,8.4,7.99,fortzink caps. 20mg c/20
https://www.fybeca.com/images/thumbnail/271037.jpg,4.99,4.69,apetitol jalea mango 100 gr
https://www.fybeca.com/images/thumbnail/3.jpg,12.6,10.08,dayamineral tabletas 500 mg frasco 30 unidades
https://www.fybeca.com/images/thumbnail/4.jpg,12.0,8.99,dayamineral jarabe frasco 240 ml
https://www.fybeca.com/images/thumbnail/100133232.jpg,9.5,8.55,calcid comprimidos recubiertos 500mg
https://www.fybeca.com/images/thumbnail/163986.jpg,4.99,4.7,apetitol jalea 100 gr.
https://www.fybeca.com/images/thumbnail/4680.jpg,7.5,7.07,apetitol 240 ml sabor a naranja
https://www.fybeca.com/images/thumbnail/4679.jpg,4.99,4.7,apetitol 120 ml con sabor a naranja
https://www.fybeca.com/images/thumbnail/302703.jpg,8.4,7.99,fortzink fortzink jarabe 20mg f/120ml
https://www.fybeca.com/images/thumbnail/100164459.jpg,15.61,14.67,dr vit adult gomitas multivitamin 120 gr f/60
https://www.fybeca.com/images/thumbnail/100164458.jpg,15.61,14.67,dr vit kids gomitas multivitamin 150 gr f/60
https://www.fybeca.com/images/thumbnail/45507.jpg,4.2,3.96,complamin 120 ml.
https://www.fybeca.com/images/thumbnail/301.jpg,2.2,2.2,complejo b (q.a.) otc grageas. c/20 suelta
https://www.fybeca.com/images/thumbnail/4541.jpg,2.55,2.45,complejo b (q.a.) otc jbe. f/120 ml.
https://www.fybeca.com/images/thumbnail/100089329.jpg,17.7,17.1,recorderis memory+energy tabs rec c/30
https://www.fybeca.com/images/thumbnail/230446.jpg,15.9,14.7,recorderis
https://www.fybeca.com/images/thumbnail/226660.jpg,12.19,11.26,supradyn niños gomitas masticables
https://www.fybeca.com/images/thumbnail/100132632.jpg,3.6,3.24,orange c tabletas efervescente 1g + zinc
https://www.fybeca.com/images/thumbnail/100164460.jpg,18.58,17.47,dr vit kids gomitas probioticos 150 gr f/60
https://www.fybeca.com/images/thumbnail/100132633.jpg,9.8,8.82,orange c 1g + zinc 14mg tabletas efervescentes x3
https://www.fybeca.com/images/thumbnail/100124639.jpg,4.95,4.65,orange c 1 g + zinc 14 mg c/10 sobres
https://www.fybeca.com/images/thumbnail/100191932.jpg,4.99,4.79,nutribio kids jalea t/100g
https://www.fybeca.com/images/thumbnail/100164455.jpg,18.58,17.47,dr vit adult gomitas probioticos 150 gr f/60
https://www.fybeca.com/images/thumbnail/100156647.jpg,17.4,15.9,vitango comprimidos rec. 200mg c/30
https://www.fybeca.com/images/thumbnail/183611.jpg,14.88,14.4,medigener - vitamina c naranja 500 mg  pack 5
https://www.fybeca.com/images/thumbnail/183610.jpg,15.12,14.64,"medigener - vitamina c, medigener sabor a chicle - 500 mg, 12 sobres de 12 tabletas cada una pack 5"
https://www.fybeca.com/images/thumbnail/100072815.jpg,16.0,15.2,pack vita c mas zinc (mk) masticables 500mg sabor a mandarina
https://www.fybeca.com/images/thumbnail/100072823.jpg,16.0,14.72,pack vita c mas zinc (mk) masticables 500mg sabor a fresa
https://www.fybeca.com/images/thumbnail/100072819.jpg,16.0,14.72,pack vita c mas zinc (mk) masticables 500mg sabor a tuti fruti
https://www.fybeca.com/images/thumbnail/100072821.jpg,16.0,14.72,pack vita c mas zinc (mk) masticables 500mg sabor a cereza
https://www.fybeca.com/images/thumbnail/100070215.jpg,16.0,14.72,pack vita c +zinc (mk) mast 500mg nja suelta
https://www.fybeca.com/images/thumbnail/293001.jpg,13.8,9.49,vita c + zinc (mk) pack x 3 efervescente
https://www.fybeca.com/images/thumbnail/269591.jpg,4.83,4.69,vita c + zinc (mk) eferv 1 gr+zinc naranja t/10
https://www.fybeca.com/images/thumbnail/269590.jpg,4.83,4.69,vita c + zinc (mk) eferv 1 gr+zinc mandarina t/10
https://www.fybeca.com/images/thumbnail/246571.jpg,11.0,10.45,hepacolin caja x 5 ampollas sueltas
,8.4,8.06,altazinc solución oral gotas 5mg fsco/30ml
https://www.fybeca.com/images/thumbnail/51624.jpg,4.55,4.29,enervit gotas f/10  ml.
https://www.fybeca.com/images/thumbnail/100150432.jpg,3.0,3.0,calcio + vitamina d 600 mg tabs. recub. c/30 sueltas
,10.0,9.1,neural 3 25000 ampolla 3ml c/1
,48.0,46.6,potenciator amp bebibles 10 ml caja x20 sueltas
https://www.fybeca.com/images/thumbnail/4031.jpg,19.2,18.24,cebion tabletas masticables naranja 500mg
https://www.fybeca.com/images/thumbnail/4032.jpg,19.2,18.24,cebion tabletas masticables tropical 500mg
https://www.fybeca.com/images/thumbnail/83684.jpg,13.5,12.9,terso vit q10/e tabs. c/30 sueltas
https://www.fybeca.com/images/thumbnail/1535.jpg,4.8,4.5,citrovit-ls 500mg
https://www.fybeca.com/images/thumbnail/1534.jpg,4.2,3.9,decavit-m
https://www.fybeca.com/images/thumbnail/5142.jpg,23.4,18.99,kobil ems capsulas
imagen,precio_0,precio_1,titulo
https://www.fybeca.com/images/thumbnail/284515.jpg,3.65,2.92,cebio forte vitamina c 1 gr + zinc sabor a naranja caja 10 unidades
https://www.fybeca.com/images/thumbnail/1352.jpg,21.3,15.98,pharmaton capsulas 30 unidades
https://www.fybeca.com/images/thumbnail/100097237.jpg,8.7,6.96,egogyn capsulas blandas 400ui c/30
https://www.fybeca.com/images/thumbnail/100138434.jpg,4.3,3.44,fortichem jalea 90g
https://www.fybeca.com/images/thumbnail/100089329.jpg,17.7,14.16,recorderis memory+energy tabs rec c/30
https://www.fybeca.com/images/thumbnail/100117128.jpg,7.01,5.61,jelly vit gomitas frasco 180gr
https://www.fybeca.com/images/thumbnail/2330.jpg,16.5,13.2,etec 1000 capsulas blandas 1000
https://www.fybeca.com/images/thumbnail/153725.jpg,17.7,14.16,berocca performance
https://www.fybeca.com/images/thumbnail/100072717.jpg,21.6,17.28,calcibon d tabs 800 c/60 suelta
https://www.fybeca.com/images/thumbnail/293001.jpg,13.8,9.49,vita c + zinc (mk) pack x 3 efervescente
https://www.fybeca.com/images/thumbnail/1532.jpg,8.7,6.09,vita e (interpharm) caps. 400 u.i. f/30 sueltas
https://www.fybeca.com/images/thumbnail/100072715.jpg,12.9,10.32,calcibon d tabs 800 c/30 suelta
https://www.fybeca.com/images/thumbnail/4466.jpg,10.2,8.16,osteocare
https://www.fybeca.com/images/thumbnail/95715.jpg,16.5,13.2,diabion
https://www.fybeca.com/images/thumbnail/100155733.jpg,20.0,16.0,berocca performance tabletas eferv. c/30
https://www.fybeca.com/images/thumbnail/100161238.jpg,5.28,4.86,redoxitos total gomitas masticables x 25
https://www.fybeca.com/images/thumbnail/3.jpg,12.6,10.08,dayamineral tabletas 500 mg frasco 30 unidades
https://www.fybeca.com/images/thumbnail/100133232.jpg,9.5,7.6,calcid comprimidos recubiertos 500mg
https://www.fybeca.com/images/thumbnail/41929.jpg,14.4,11.52,perfectil capsulas caja 30 unidades
,16.5,13.2,perlavit-e capsulas 1000 ui
,4.5,3.15,perlavit-e  capsulas 200 ui
https://www.fybeca.com/images/thumbnail/49993.jpg,15.12,12.1,la sante - vitamina c mandarina 500 mg 12 sobres de  12 tabletas masticables cada una 
https://www.fybeca.com/images/thumbnail/83684.jpg,13.5,10.8,terso vit q10/e tabs. c/30 sueltas
https://www.fybeca.com/images/thumbnail/100142538.jpg,17.98,14.38,feroglobin liquid plus jarabe 200 ml
https://www.fybeca.com/images/thumbnail/100117030.jpg,7.88,6.3,adventure time gomitas frasco 180gr
https://www.fybeca.com/images/thumbnail/100159283.jpg,8.95,7.16,dha kids suplemento alimenticio 15 ml
https://www.fybeca.com/images/thumbnail/100191932.jpg,4.99,3.99,nutribio kids jalea t/100g
,12.0,9.6,tocovit - e  1000u.i caps liquidas
https://www.fybeca.com/images/thumbnail/5104.jpg,16.8,11.76,gerimax 30 tabletas 
https://www.fybeca.com/images/thumbnail/97716.jpg,19.1,15.28,cebion minis multisabores 100 mg
https://www.fybeca.com/images/thumbnail/1933.jpg,8.7,6.96,benexol forte comprimidos 
https://www.fybeca.com/images/thumbnail/100089727.jpg,13.8,11.04,calcibon d soya forte  tabletas c/30 
https://www.fybeca.com/images/thumbnail/169555.jpg,55.8,44.64,total magnesiano comprimidos recubiertos 528 mg
https://www.fybeca.com/images/thumbnail/100188232.jpg,5.7,4.56,neurobion tabletas recubiertas c/30 suelta
https://www.fybeca.com/images/thumbnail/4804.jpg,17.7,14.16,energit 30 cápsulas 
https://www.fybeca.com/images/thumbnail/2370.jpg,7.48,5.98,mulgatol jalea 8 vitaminas t/100 gr.
https://www.fybeca.com/images/thumbnail/58173.jpg,18.9,15.12,gerimax ginseng tabletas
https://www.fybeca.com/images/thumbnail/4465.jpg,8.7,6.96,feroglobin b-12 
https://www.fybeca.com/images/thumbnail/100124639.jpg,4.95,3.96,orange c 1 g + zinc 14 mg c/10 sobres
https://www.fybeca.com/images/thumbnail/100163839.jpg,19.9,15.92,mixavit infantil jarabe f/ 300 ml
https://www.fybeca.com/images/thumbnail/301572.jpg,7.2,5.76,hapeco plus capsulas caja 24 unidades
https://www.fybeca.com/images/thumbnail/4032.jpg,19.2,15.36,cebion tabletas masticables tropical 500mg
https://www.fybeca.com/images/thumbnail/1531.jpg,13.0,9.1,vita e (interpharm) caps. 400 u.i. f/50 sueltas
https://www.fybeca.com/images/thumbnail/288566.jpg,9.8,7.84,propovit 500mg/200ui
https://www.fybeca.com/images/thumbnail/235354.jpg,15.0,12.0,"coenzima - q10, actua en enfermedades degenerativas - 50mg"
https://www.fybeca.com/images/thumbnail/94110.jpg,9.9,7.43,densibone d tabletas 
https://www.fybeca.com/images/thumbnail/234444.jpg,10.8,8.1,densibone d g-tabs.
https://www.fybeca.com/images/thumbnail/4541.jpg,2.55,2.04,complejo b (q.a.) otc jbe. f/120 ml.
https://www.fybeca.com/images/thumbnail/4.jpg,12.0,8.99,dayamineral jarabe frasco 240 ml
https://www.fybeca.com/images/thumbnail/637.jpg,2.9,2.32,complejo b (life) jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/5027.jpg,3.18,2.54,complejo b lamosan jbe. f/120 ml.
https://www.fybeca.com/images/thumbnail/757.jpg,4.99,3.99,cebion calcio + vitamina c 
https://www.fybeca.com/images/thumbnail/758.jpg,3.51,2.81,cebion tabs. eferv. 1gr. naranja t/10
https://www.fybeca.com/images/thumbnail/45507.jpg,4.2,3.36,complamin 120 ml.
https://www.fybeca.com/images/thumbnail/271037.jpg,4.99,3.99,apetitol jalea mango 100 gr
https://www.fybeca.com/images/thumbnail/271038.jpg,4.99,3.99,apetitol jalea sabor a naranjilla tubo 100 gr
https://www.fybeca.com/images/thumbnail/913.jpg,16.5,13.2,supradyn caps. f/30 sueltas
https://www.fybeca.com/images/thumbnail/44276.jpg,9.6,7.68,supravital platinum capsulas 
https://www.fybeca.com/images/thumbnail/1542.jpg,12.6,10.08,supravital capsulas
https://www.fybeca.com/images/thumbnail/205928.jpg,10.19,8.15,z full fresa 300 gr
https://www.fybeca.com/images/thumbnail/205929.jpg,10.19,8.15,z full vainilla 300 gr
https://www.fybeca.com/images/thumbnail/283227.jpg,5.4,4.32,coenzima q plus capsulas caja 20 unidades
https://www.fybeca.com/images/thumbnail/301573.jpg,12.0,9.6,calci-vit forte suspension frasco 240ml
https://www.fybeca.com/images/thumbnail/302244.jpg,5.5,4.4,emulsion scott cereza 200ml
https://www.fybeca.com/images/thumbnail/260336.jpg,8.16,6.53,tearsoft gotas 15 ml
https://www.fybeca.com/images/thumbnail/95768.jpg,19.8,15.84,biometrix - multivitamínico cápsulas
https://www.fybeca.com/images/thumbnail/156910.jpg,19.8,15.84,biometrix a-ox antioxidante capsulas
https://www.fybeca.com/images/thumbnail/5142.jpg,23.4,18.72,kobil ems capsulas
https://www.fybeca.com/images/thumbnail/5141.jpg,18.0,14.4,kobil e capsulas
https://www.fybeca.com/images/thumbnail/158406.jpg,9.6,7.68,z full 
https://www.fybeca.com/images/thumbnail/5068.jpg,13.5,10.8,fortic-hem 30 tabletas. 
https://www.fybeca.com/images/thumbnail/1535.jpg,4.8,3.36,citrovit-ls 500mg
https://www.fybeca.com/images/thumbnail/75458.jpg,19.08,15.26,cebion tab.mast. mandarina 500mg c/12 sueltas
https://www.fybeca.com/images/thumbnail/226684.jpg,56.4,45.12,total magnesiano stress 7 mg 
https://www.fybeca.com/images/thumbnail/98575.jpg,7.48,5.98,mulgatol jalea banano t/100 g
https://www.fybeca.com/images/thumbnail/64489.jpg,6.5,5.2,dalivit jalea t/100 gr.
https://www.fybeca.com/images/thumbnail/582.jpg,4.99,3.99,ferro-b complex elixir f/240 cc.
https://www.fybeca.com/images/thumbnail/2772.jpg,10.62,8.5,"kiadon gotas 40 mg, frasco 28 ml"
,6.5,5.2,redoxon eferv. 2 gr. t/10
https://www.fybeca.com/images/thumbnail/4317.jpg,3.2,2.56,adecil oral 120 ml
https://www.fybeca.com/images/thumbnail/4422.jpg,6.0,4.8,fortic-hem jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/95706.jpg,18.49,17.23,kid cal susp. tutti frutti  f/180 ml
https://www.fybeca.com/images/thumbnail/1801.jpg,2.99,2.39,complexan jarabe f/120 ml.
https://www.fybeca.com/images/thumbnail/94111.jpg,12.6,9.45,densibone d soya.
,8.4,6.72,altazinc solución oral gotas 5mg fsco/30ml
https://www.fybeca.com/images/thumbnail/1533.jpg,6.5,4.55,vita b usd
https://www.fybeca.com/images/thumbnail/3429.jpg,6.0,4.8,hierrovit forte
https://www.fybeca.com/images/thumbnail/4678.jpg,18.24,14.59,cebion tabletas masticables fresa 500 mg
https://www.fybeca.com/images/thumbnail/248453.jpg,16.8,8.4,orange c - vitamina c 500 mg
https://www.fybeca.com/images/thumbnail/69393.jpg,18.49,17.23,kid cal susp. fresa  f/180ml
https://www.fybeca.com/images/thumbnail/269590.jpg,4.83,3.86,vita c + zinc (mk) eferv 1 gr+zinc mandarina t/10
https://www.fybeca.com/images/thumbnail/269591.jpg,4.83,3.86,vita c + zinc (mk) eferv 1 gr+zinc naranja t/10
https://www.fybeca.com/images/thumbnail/162044.jpg,7.5,6.0,berocca performance comprimidos efervescentes 
https://www.fybeca.com/images/thumbnail/163986.jpg,4.99,3.99,apetitol jalea 100 gr.
https://www.fybeca.com/images/thumbnail/151664.jpg,6.5,5.2,apetitol plus 120 ml.
https://www.fybeca.com/images/thumbnail/46979.jpg,5.46,4.37,enervit jalea f/120 ml.
https://www.fybeca.com/images/thumbnail/59190.jpg,16.59,13.27,feroglobin b-12 jarabe 200 ml.
https://www.fybeca.com/images/thumbnail/68572.jpg,5.45,4.36,redoxon otc doble accion efer.naranja t/10
https://www.fybeca.com/images/thumbnail/269894.jpg,10.53,8.42,cebion cebion pack x 30
https://www.fybeca.com/images/thumbnail/51624.jpg,4.55,3.64,enervit gotas f/10  ml.
,10.0,8.0,neural 3 25000 ampolla 3ml c/1
https://www.fybeca.com/images/thumbnail/100156647.jpg,17.4,13.92,vitango comprimidos rec. 200mg c/30
https://www.fybeca.com/images/thumbnail/100164455.jpg,18.58,14.86,dr vit adult gomitas probioticos 150 gr f/60
https://www.fybeca.com/images/thumbnail/100164459.jpg,15.61,12.49,dr vit adult gomitas multivitamin 120 gr f/60
https://www.fybeca.com/images/thumbnail/100164457.jpg,18.43,14.74,dr vit adult gomitas fibra 120 gr f/30
https://www.fybeca.com/images/thumbnail/100164458.jpg,15.61,12.49,dr vit kids gomitas multivitamin 150 gr f/60
https://www.fybeca.com/images/thumbnail/100164460.jpg,18.58,14.86,dr vit kids gomitas probioticos 150 gr f/60
https://www.fybeca.com/images/thumbnail/100164456.jpg,18.43,14.74,dr vit kids gomitas fibra 120 gr f/30
https://www.fybeca.com/images/thumbnail/210184.jpg,19.8,15.84,gerimax instant energy tabletas
https://www.fybeca.com/images/thumbnail/4031.jpg,19.2,15.36,cebion tabletas masticables naranja 500mg
https://www.fybeca.com/images/thumbnail/35790.jpg,12.0,9.6,miobi caps. blandas c/30 sueltas
https://www.fybeca.com/images/thumbnail/100132632.jpg,3.6,2.88,orange c tabletas efervescente 1g + zinc
https://www.fybeca.com/images/thumbnail/1534.jpg,4.2,3.36,decavit-m
https://www.fybeca.com/images/thumbnail/158407.jpg,35.1,28.08,visovit comprimidos recubiertos
